"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Red Palace Korean BBQ Restaurant","This busy joint offers brisket & other Korean BBQ dishes in an informal setting.","19105 Bloomfield Ave, Cerritos, CA 90703","19105 Bloomfield Ave","Cerritos, CA 90703","Korean barbecue restaurant, Restaurant","Service options: [Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Late-night food], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553VW5P+23","America/Los_Angeles","$20–30",,,,"(562) 860-8867","(562) 860-8867, +1 562-860-8867","YES","Red Palace Korean BBQ Restaurant (Owner)","113215571278325181310","https://www.google.com/maps/contrib/113215571278325181310","","",1404,4.2,"https://search.google.com/local/reviews?placeid=ChIJs4vGzlIs3YAR-n6hqnZLYUU&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=4999360034398895866","https://www.google.com/search?kgmid=/g/1ptyhz4__",33.8576203,-118.0648595,"http://www.instagram.com/redpalace_cerritos","instagram.com","Tuesday: [10:30 AM-10 PM], Wednesday: [10:30 AM-10:30 PM], Thursday: [10:30 AM-10:30 PM], Friday: [10:30 AM-11 PM], Saturday: [10:30 AM-11 PM], Sunday: [10:30 AM-10:30 PM], Monday: [10:30 AM-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipOKK8R7bzdy5WJp7JKO75I13nEQtRutAb82wGZY=w163-h92-k-no","4999360034398895866","0x80dd2c52cec68bb3:0x45614b76aaa17efa","ChIJs4vGzlIs3YAR-n6hqnZLYUU","/g/1ptyhz4__"
"Gangnam Korean BBQ",,"21004 Pioneer Blvd, Lakewood, CA 90715","21004 Pioneer Blvd","Lakewood, CA 90715","Korean barbecue restaurant, Restaurant","Service options: [Dine-in, No delivery], Highlights: [Fast service, Good for watching sports], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Hard liquor, Late-night food, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553RWQ9+8C","America/Los_Angeles","$20–30",,,,"(562) 860-7000","(562) 860-7000, +1 562-860-7000","YES","Gangnam Korean BBQ (Owner)","100774346338874052903","https://www.google.com/maps/contrib/100774346338874052903","","",1085,4.3,"https://search.google.com/local/reviews?placeid=ChIJMdfe5sYt3YARaQl_wG3WDfM&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=17513890292783057257","https://www.google.com/search?kgmid=/g/1pyqmhfv6",33.8383428,-118.08149569999999,,,"Tuesday: [11 AM-10 PM], Wednesday: [11 AM-10 PM], Thursday: [11 AM-10 PM], Friday: [11 AM-11 PM], Saturday: [11 AM-11 PM], Sunday: [11 AM-10 PM], Monday: [11 AM-10 PM]","https://lh5.googleusercontent.com/p/AF1QipPCVzCBRFSETFanhHRo8eIjm-KHOBoajkFNfesn=w122-h92-k-no","17513890292783057257","0x80dd2dc6e6ded731:0xf30dd66dc07f0969","ChIJMdfe5sYt3YARaQl_wG3WDfM","/g/1pyqmhfv6"
"Mo Ran Gak Restaurant","An informal option for traditional Korean barbecued meats served at tables with built-in grills.","9651 Garden Grove Blvd, Garden Grove, CA 92844","9651 Garden Grove Blvd","Garden Grove, CA 92844","Korean barbecue restaurant, Restaurant","Service options: [Outdoor seating, No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Small plates], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8554Q2FP+P7","America/Los_Angeles","$$",,,,"(714) 638-1177","(714) 638-1177, +1 714-638-1177","YES","Mo Ran Gak Restaurant (Owner)","112686744180593063565","https://www.google.com/maps/contrib/112686744180593063565","","facebook: https://www.facebook.com/squarespace
instagram: https://www.instagram.com/squarespace
twitter: https://x.com/squarespace",1880,4.5,"https://search.google.com/local/reviews?placeid=ChIJH3P5vHso3YARFg1Gu2QeTGI&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=7083069731934440726","https://www.google.com/search?kgmid=/g/1262svthd",33.7742942,-117.9642562,"https://morangakbbq.com/","morangakbbq.com","Tuesday: [11 AM-8:30 PM], Wednesday: [11 AM-8:30 PM], Thursday: [11 AM-8:30 PM], Friday: [11 AM-8:30 PM], Saturday: [11 AM-8:30 PM], Sunday: [11 AM-8:30 PM], Monday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipNIyjnU4mD6CgDxjA0u5wWKH62946MV8ZoFDFJn=w87-h92-k-no","7083069731934440726","0x80dd287bbcf9731f:0x624c1e64bb460d16","ChIJH3P5vHso3YARFg1Gu2QeTGI","/g/1262svthd"
"HamaHippo Korean Kitchen",,"2219 N Harbor Blvd, Fullerton, CA 92835","2219 N Harbor Blvd","Fullerton, CA 92835","Korean restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible seating], Offerings: [Alcohol, Comfort food, Healthy options, Small plates], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554V3W9+FX","America/Los_Angeles","$20–30",,,,"(657) 500-8093","(657) 500-8093, +1 657-500-8093","YES","HamaHippo Korean Kitchen (Owner)","109209202811458510106","https://www.google.com/maps/contrib/109209202811458510106","","",59,4.6,"https://search.google.com/local/reviews?placeid=ChIJo4juhscr3YARefuM0EOY1Cg&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=2942143873608907641","https://www.google.com/search?kgmid=/g/11l1_x_008",33.8961264,-117.9300032,,,"Tuesday: [11 AM-8 PM], Wednesday: [11 AM-8 PM], Thursday: [11 AM-9 PM], Friday: [11 AM-9 PM], Saturday: [11 AM-9 PM], Sunday: [Closed], Monday: [11 AM-8 PM]","https://lh5.googleusercontent.com/p/AF1QipO7unhpmxFi8kUaLM88SCo6ZWa5mHUn8yx3lae6=w80-h106-k-no","2942143873608907641","0x80dd2bc786ee88a3:0x28d49843d08cfb79","ChIJo4juhscr3YARefuM0EOY1Cg","/g/11l1_x_008"
"BBQ Night","Basic room with plenty of seating offers all-you-can-eat Korean barbecue including pork & brisket.","12545 E Carson St, Hawaiian Gardens, CA 90716","12545 E Carson St","Hawaiian Gardens, CA 90716","Korean barbecue restaurant","Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8553RWJP+P6","America/Los_Angeles","$30–50",,,,"(562) 924-9230","(562) 924-9230, +1 562-924-9230","YES","BBQ Night (Owner)","102898595784349489065","https://www.google.com/maps/contrib/102898595784349489065","","",706,4.4,"https://search.google.com/local/reviews?placeid=ChIJWXMPxiws3YARo7wl00_xX30&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=9034204702675680419","https://www.google.com/search?kgmid=/g/1ygvstdjn",33.831831,-118.06441819999999,,,"Tuesday: [5-9 PM], Wednesday: [5-9 PM], Thursday: [5-9 PM], Friday: [5-9 PM], Saturday: [12:30-9 PM], Sunday: [12:30-9 PM], Monday: [5-9 PM]","https://lh5.googleusercontent.com/p/AF1QipME3KylOLYlOPr7Y_I8_ptyFHcY7KF36BIzxPGq=w80-h168-k-no","9034204702675680419","0x80dd2c2cc60f7359:0x7d5ff14fd325bca3","ChIJWXMPxiws3YARo7wl00_xX30","/g/1ygvstdjn"
"Korea BBQ House","Humble spot serving Korean BBQ plates, bibimbap & other familiar fare, plus imported beer & sake.","123 Astronaut Ellison S Onizuka St #302, Los Angeles, CA 90012","123 Astronaut Ellison S Onizuka St #302","Los Angeles, CA 90012","Korean restaurant, Korean barbecue restaurant","Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, No wheelchair accessible entrance], Offerings: [Alcohol, Beer, Comfort food, Small plates, Vegetarian options], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Paid parking lot, ]","85632QX5+W4","America/Los_Angeles","$10–20",,,,"(213) 680-1826","(213) 680-1826, +1 213-680-1826","YES","Korea BBQ House (Owner)","103479150124806348213","https://www.google.com/maps/contrib/103479150124806348213","","",326,4.3,"https://search.google.com/local/reviews?placeid=ChIJG7HaxEfGwoARbTZD-gkh480&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=14835737924225676909","https://www.google.com/search?kgmid=/g/1tf_hp9y",34.0498176,-118.2422048,"http://koreabbqhouse.com/","koreabbqhouse.com","Tuesday: [10 AM-9 PM], Wednesday: [10 AM-9 PM], Thursday: [10 AM-9 PM], Friday: [10 AM-9 PM], Saturday: [11 AM-9 PM], Sunday: [11 AM-9 PM], Monday: [10 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipPnbnB72Y1PzCodR-Xt_f7VNt8z20VSlYSlA1ss=w122-h92-k-no","14835737924225676909","0x80c2c647c4dab11b:0xcde32109fa43366d","ChIJG7HaxEfGwoARbTZD-gkh480","/g/1tf_hp9y"
"Zoomak Asian Bistro",,"7309 Orangethorpe Ave, Buena Park, CA 90621","7309 Orangethorpe Ave","Buena Park, CA 90621","Korean restaurant, Bar, Fusion restaurant","From the business: [Identifies as Asian-owned], Service options: [Outdoor seating, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating,  Does not have assistive hearing loop], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Hard liquor, Healthy options, Late-night food, Quick bite, Small plates, Vegetarian options, Wine], Dining options: [Dinner, Catering, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [High chairs], Parking: [Free parking lot, Free street parking]","8553VX5V+QR","America/Los_Angeles","$$",,,,"(714) 351-0389","(714) 351-0389, +1 714-351-0389","YES","Zoomak Asian Bistro (Owner)","107106408785569030861","https://www.google.com/maps/contrib/107106408785569030861","calioc.team@gmail.com","facebook: https://www.facebook.com/caliocla
instagram: https://instagram.com/calioc_la_",85,4.2,"https://search.google.com/local/reviews?placeid=ChIJ0Q8JFe0r3YARtuhohiWq7BE&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=1291594271294023862","https://www.google.com/search?kgmid=/g/11b6bnm9mk",33.8593951,-118.0054682,"https://www.caliocla.com/zoomakmenus","caliocla.com","Tuesday: [6 PM-2 AM], Wednesday: [6 PM-2 AM], Thursday: [6 PM-2 AM], Friday: [6 PM-2 AM], Saturday: [6 PM-2 AM], Sunday: [Closed], Monday: [6 PM-2 AM]","https://lh5.googleusercontent.com/p/AF1QipMv4Cn0VZa4gOGKVEOOAOMS8H7uR0mgGuNYZcpz=w80-h106-k-no","1291594271294023862","0x80dd2bed15090fd1:0x11ecaa258668e8b6","ChIJ0Q8JFe0r3YARtuhohiWq7BE","/g/11b6bnm9mk"
"Ye Dang Korean Restaurant",,"1351 S Beach Blvd Suite J-1, La Habra, CA 90631","1351 S Beach Blvd Suite J-1","La Habra, CA 90631","Korean restaurant","Service options: [Outdoor seating, Takeout, Dine-in, No delivery], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Small plates], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554W27H+QG","America/Los_Angeles","$20–30",,,,"(562) 943-3400","(562) 943-3400, +1 562-943-3400","NO","Ye Dang Korean Restaurant (Owner)",,"","","",296,4.2,"https://search.google.com/local/reviews?placeid=ChIJkQD6JEIr3YAReZNFpcNVqn8&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=9199259487637443449","https://www.google.com/search?kgmid=/g/11qncmbz_g",33.9144966,-117.9711665,"https://www.yedangrestaurants.com/","yedangrestaurants.com","Tuesday: [11 AM-9 PM], Wednesday: [11 AM-9 PM], Thursday: [11 AM-9 PM], Friday: [11 AM-9 PM], Saturday: [11 AM-9 PM], Sunday: [11 AM-9 PM], Monday: [11 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipNGsV8LJ5Q8WgwqhQQB04GsDFuTrnLuQFIq7VRa=w80-h106-k-no","9199259487637443449","0x80dd2b4224fa0091:0x7faa55c3a5459379","ChIJkQD6JEIr3YAReZNFpcNVqn8","/g/11qncmbz_g"
"Cham Soot Gol","Casual, all-you-can-eat Korean BBQ spot has a service button on each table for speedy meat orders.","9252 Garden Grove Blvd ste 10, Garden Grove, CA 92844","9252 Garden Grove Blvd ste 10","Garden Grove, CA 92844","Korean barbecue restaurant, Korean restaurant","Service options: [Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Late-night food], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking, ]","8554Q2FJ+96","America/Los_Angeles","$30–50",,,,"(714) 590-9292","(714) 590-9292, +1 714-590-9292","YES","Cham Soot Gol (Owner)","100664785162912119151","https://www.google.com/maps/contrib/100664785162912119151","","yelp: https://www.yelp.com/biz/cham-soot-gol-garden-grove",847,4.4,"https://search.google.com/local/reviews?placeid=ChIJvWznB30o3YARYahZBAeBiDU&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=3857474947980568673","https://www.google.com/search?kgmid=/g/1w0h_xv0",33.773418299999996,-117.9694928,"https://chamsootgol.net/","chamsootgol.net","Tuesday: [5-10 PM], Wednesday: [5-10 PM], Thursday: [5-10 PM], Friday: [5-10 PM], Saturday: [12-10 PM], Sunday: [12-10 PM], Monday: [5-10 PM]","https://lh5.googleusercontent.com/p/AF1QipOF8I1BBST7mJI4euiGjcroWKjCTZxtjHWTqZfH=w122-h92-k-no","3857474947980568673","0x80dd287d07e76cbd:0x358881070459a861","ChIJvWznB30o3YARYahZBAeBiDU","/g/1w0h_xv0"
"Thirsty Cow","Strip-center option for all-you-can-eat Korean BBQ & street food in relaxed, modern surroundings.","17500 Castleton St, City of Industry, CA 91748","17500 Castleton St","City of Industry, CA 91748","Korean barbecue restaurant, Buffet restaurant","Service options: [Dine-in, No delivery], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Cocktails, Comfort food, Happy hour drinks, Hard liquor, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554X3VG+JH","America/Los_Angeles","$30–50",,,,"(626) 581-0006","(626) 581-0006, +1 626-581-0006","YES","Thirsty Cow (Owner)","104339921824343013421","https://www.google.com/maps/contrib/104339921824343013421","eben@eyebytes.com,lemonad@jovanny.ru","facebook: https://www.facebook.com/ThirstyCowAyceKbbq
instagram: https://www.instagram.com/thirstycow.kbbq
yelp: https://www.yelp.com/biz/thirsty-cow-korean-bbq-city-of-industry",1201,4.5,"https://search.google.com/local/reviews?placeid=ChIJI2TU_Pkqw4ARruNCp1I66m4&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=7992264615390274478","https://www.google.com/search?kgmid=/g/11x9m6_tx",33.9940132,-117.9235271,"https://thirstycowbbq.com/","thirstycowbbq.com","Tuesday: [5-9:45 PM], Wednesday: [5-9:45 PM], Thursday: [5-9:45 PM], Friday: [5-10:30 PM], Saturday: [11 AM-10:30 PM], Sunday: [11 AM-9:45 PM], Monday: [5-9:45 PM]","https://lh5.googleusercontent.com/p/AF1QipNXebAoXeu8G0vEF2Mcx23Y7oP_4Z77b9mf01oM=w122-h92-k-no","7992264615390274478","0x80c32af9fcd46423:0x6eea3a52a742e3ae","ChIJI2TU_Pkqw4ARruNCp1I66m4","/g/11x9m6_tx"
"Sodam restaurant (Doori Restaurant)",,"1811 W Commonwealth Ave, Fullerton, CA 92833","1811 W Commonwealth Ave","Fullerton, CA 92833","Korean restaurant","Service options: [No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service, Good for watching sports], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Late-night food, Quick bite, Small plates, Vegetarian options], Dining options: [Lunch, Dinner, Seating], Amenities: [Gender-neutral restroom, Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free parking lot, Free street parking]","8554V2CQ+5X","America/Los_Angeles","$$",,,,"(714) 525-0072","(714) 525-0072, +1 714-525-0072","YES","Sodam restaurant (Doori Restaurant) (Owner)","116627931580011208297","https://www.google.com/maps/contrib/116627931580011208297","","",243,4.1,"https://search.google.com/local/reviews?placeid=ChIJuXGC9Tcq3YAR3CpYf0x5GyU&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=2673864173235481308","https://www.google.com/search?kgmid=/g/1tt1s_br",33.8704478,-117.9600904,,,"Tuesday: [11 AM-9 PM], Wednesday: [11 AM-9 PM], Thursday: [11 AM-9 PM], Friday: [11 AM-9 PM], Saturday: [11 AM-9 PM], Sunday: [11 AM-9 PM], Monday: [11 AM-9 PM]","https://lh5.googleusercontent.com/p/AF1QipNtxrQQWNv1zUOa0yH-oOqju-fUwUaBXdDWOIsA=w122-h92-k-no","2673864173235481308","0x80dd2a37f58271b9:0x251b794c7f582adc","ChIJuXGC9Tcq3YAR3CpYf0x5GyU","/g/1tt1s_br"
"Kyung Bok Kung Korean BBQ","Elegant space for a range of traditional Korean dishes including barbeque options.","7801 Beach Blvd, Buena Park, CA 90620","7801 Beach Blvd","Buena Park, CA 90620","Korean restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Hard liquor, Healthy options, Small plates, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy, Upscale], Crowd: [Good for groups, Tourists], Planning: [Lunch reservations recommended, Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554R2X2+PH","America/Los_Angeles","$50–100",,,,"(714) 888-4948","(714) 888-4948, +1 714-888-4948","YES","Kyung Bok Kung Korean BBQ (Owner)","111306407108061634269","https://www.google.com/maps/contrib/111306407108061634269","","facebook: https://www.facebook.com/kyungbokkungusa
instagram: https://www.instagram.com/kyungbokkungusa
yelp: https://www.yelp.com/biz/kyungbokkung-buena-park-3",617,4.2,"https://search.google.com/local/reviews?placeid=ChIJa9eykAor3YAR7ZJeQUiFyAQ&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=344671916874699501","https://www.google.com/search?kgmid=/g/11ghq91j1c",33.8492825,-117.9986174,"http://kyungbokkungusa.com/","kyungbokkungusa.com","Tuesday: [11:30 AM-2 PM, 5:30-9 PM], Wednesday: [11:30 AM-2 PM, 5:30-9 PM], Thursday: [11:30 AM-2 PM, 5:30-9 PM], Friday: [11:30 AM-2 PM, 5:30-9:30 PM], Saturday: [11:30 AM-9:30 PM], Sunday: [12-9 PM], Monday: [11:30 AM-2 PM, 5:30-9 PM]","https://lh5.googleusercontent.com/p/AF1QipMi1N_31I4ZT26M-kFDOlVQFyQHF8j3QDNVQ-vp=w122-h92-k-no","344671916874699501","0x80dd2b0a90b2d76b:0x4c88548415e92ed","ChIJa9eykAor3YAR7ZJeQUiFyAQ","/g/11ghq91j1c"
"RH BBQ","Longtime strip-mall restaurant offering all-you-can-eat Korean BBQ meals amid an easygoing ambiance.","18311 Colima Rd, Rowland Heights, CA 91748","18311 Colima Rd","Rowland Heights, CA 91748","Korean barbecue restaurant, Barbecue restaurant, Korean restaurant","Service options: [Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, All you can eat, Beer, Comfort food, Late-night food, Wine], Dining options: [Lunch, Dinner, Dessert, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking]","8554X3QV+RX","America/Los_Angeles","$20–30",,,,"(626) 964-9595","(626) 964-9595, +1 626-964-9595","YES","RH BBQ (Owner)","102581045063160923520","https://www.google.com/maps/contrib/102581045063160923520","","",585,4.1,"https://search.google.com/local/reviews?placeid=ChIJP3HZxWEqw4ARPwqqBSzXVcM&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=14075392794489915967","https://www.google.com/search?kgmid=/g/1263pd5wp",33.9895237,-117.9050001,,,"Tuesday: [11:30 AM-10:30 PM], Wednesday: [11:30 AM-10:30 PM], Thursday: [11:30 AM-10:30 PM], Friday: [11:30 AM-11 PM], Saturday: [11:30 AM-11 PM], Sunday: [11:30 AM-10:30 PM], Monday: [11:30 AM-10:30 PM]","https://lh5.googleusercontent.com/p/AF1QipPxaOrxhmqMibmFrkE9PiscE0m6F9UBl64_ib-p=w163-h92-k-no","14075392794489915967","0x80c32a61c5d9713f:0xc355d72c05aa0a3f","ChIJP3HZxWEqw4ARPwqqBSzXVcM","/g/1263pd5wp"
"BCD Tofu House","Casual Korean restaurant chain serving classic fare such as soft tofu soup, bibimbap & bulgogi.","5321 Beach Blvd, Buena Park, CA 90621","5321 Beach Blvd","Buena Park, CA 90621","Korean restaurant, Asian restaurant, Korean barbecue restaurant, Restaurant, Tofu restaurant","Service options: [No-contact delivery, Delivery, Takeout, Dine-in], Highlights: [Fast service], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Comfort food, Healthy options, Late-night food, Quick bite, Small plates, Vegetarian options], Dining options: [Lunch, Dinner, Seating], Amenities: [Restroom], Atmosphere: [Casual, Trendy], Crowd: [College students, Family-friendly, Good for groups, Tourists], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free parking lot, Free street parking, ]","8554V2M2+FW","America/Los_Angeles","$20–30",,,,"(714) 521-4500","(714) 521-4500, +1 714-521-4500","YES","BCD Tofu House (Owner)","112379224029884215186","https://www.google.com/maps/contrib/112379224029884215186","info@bcdtofu.com,marketing@bcdtofu.com","facebook: https://www.facebook.com/BCDTofuHouse
instagram: https://instagram.com/bcdtofuhouse,https://www.instagram.com/p
twitter: https://x.com/BCDTofuhouse",581,4,"https://search.google.com/local/reviews?placeid=ChIJeeMZNHUr3YAR1-r-svkn3Ls&q=korean+bbq&authuser=0&hl=en&gl=US","https://www.google.com/maps?cid=13536738533372259031","https://www.google.com/search?kgmid=/g/1hhlqz32q",33.883728,-117.997681,"https://www.bcdtofuhouse.com/","bcdtofuhouse.com","Tuesday: [10 AM-11 PM], Wednesday: [10 AM-11 PM], Thursday: [10 AM-11 PM], Friday: [10 AM-12 AM], Saturday: [10 AM-12 AM], Sunday: [10 AM-11 PM], Monday: [10 AM-11 PM]","https://lh5.googleusercontent.com/p/AF1QipNqQ_8lwJGOZ5jHJ9OJ2kUGri465nfHaf8YhRfY=w122-h92-k-no","13536738533372259031","0x80dd2b753419e379:0xbbdc27f9b2feead7","ChIJeeMZNHUr3YAR1-r-svkn3Ls","/g/1hhlqz32q"
